time,close,Volume,K,RSI,Volume delta for the bar,Up volume for the bar,Dn volume for the bar,Total volume
2022-09-20T17:00:00+02:00,19228,14556.056,34.13357903,49.49743152,2253.592,8404.824,-6151.232,14556.056
2022-09-20T18:00:00+02:00,19090.5,17204.451,52.01717763,44.83966674,-5330.261,5937.095,-11267.356,17204.451
2022-09-20T19:00:00+02:00,18759.5,19797.774,41.15150574,36.04613113,-6862.876,6467.449,-13330.325,19797.774
2022-09-20T20:00:00+02:00,18963.5,12986.794,33.65148588,43.41182546,5236.006,9111.4,-3875.394,12986.794
2022-09-20T21:00:00+02:00,18984,7956.154,32.22078363,44.10845417,1800.356,4878.255,-3077.899,7956.154
2022-09-20T22:00:00+02:00,18963.5,4739.91,47.6127913,43.53133913,-787.364,1976.273,-2763.637,4739.91
2022-09-20T23:00:00+02:00,18866.5,7354.419,44.35659244,40.81042855,875.957,4115.188,-3239.231,7354.419
2022-09-21T00:00:00+02:00,18956.5,4498.212,47.79355984,44.28981223,345.044,2421.628,-2076.584,4498.212
2022-09-21T01:00:00+02:00,18870,4947.245,45.73178533,41.74961255,-1428.617,1759.314,-3187.931,4947.245
2022-09-21T02:00:00+02:00,18925,4823.037,53.83177895,43.95083742,1043.593,2933.315,-1889.722,4823.037
2022-09-21T03:00:00+02:00,18878.5,2395.511,50.34386656,42.48894151,-226.131,1084.69,-1310.821,2395.511
2022-09-21T04:00:00+02:00,19004.5,4597.268,65.03003875,47.57722799,1218.836,2908.052,-1689.216,4597.268
2022-09-21T05:00:00+02:00,19014,2004.659,74.59788874,47.95113979,-216.055,894.302,-1110.357,2004.659
2022-09-21T06:00:00+02:00,18990,2129.769,85.43546753,47.03834421,-409.533,860.118,-1269.651,2129.769
2022-09-21T07:00:00+02:00,18917,6813.331,79.78818902,44.27742769,-137.549,3337.891,-3475.44,6813.331
2022-09-21T08:00:00+02:00,18865,9369.994,67.99224488,42.36967721,-876.57,4246.712,-5123.282,9369.994
2022-09-21T09:00:00+02:00,18936,4861.982,64.05975366,45.8032936,479.114,2670.548,-2191.434,4861.982
2022-09-21T10:00:00+02:00,18869,3975.174,52.11273974,43.18831512,-709.542,1632.816,-2342.358,3975.174
2022-09-21T11:00:00+02:00,18988,5413.085,67.74051103,48.78145278,2675.621,4044.353,-1368.732,5413.085
2022-09-21T12:00:00+02:00,19094.5,9554.397,77.76680542,53.22022909,3784.349,6669.373,-2885.024,9554.397
2022-09-21T13:00:00+02:00,19152,6981.27,100,55.4643523,1443.8,4212.535,-2768.735,6981.27
2022-09-21T14:00:00+02:00,19230,10394.913,100,58.38104842,785.873,5590.393,-4804.52,10394.913
2022-09-21T15:00:00+02:00,19258,11617.273,100,59.4087429,1373.813,6495.543,-5121.73,11617.273
2022-09-21T16:00:00+02:00,19238.5,20681.105,97.88676378,58.32851577,2642.265,11661.685,-9019.42,20681.105
2022-09-21T17:00:00+02:00,19184,21514.891,89.85266993,55.30193931,2516.301,12015.596,-9499.295,21514.891
2022-09-21T18:00:00+02:00,19226,8405.439,85.42867534,57.14732087,1377.347,4891.393,-3514.046,8405.439
2022-09-21T19:00:00+02:00,19902,26972.589,87.54191156,75.02197577,9848.149,18410.369,-8562.22,26972.589
2022-09-21T20:00:00+02:00,19630.5,150351.074,83.8705839,63.55570823,-892.434,74729.32,-75621.754,150351.074
2022-09-21T21:00:00+02:00,18993,43852.324,58.5035075,45.83956745,-6084.996,18883.664,-24968.66,43852.324
2022-09-21T22:00:00+02:00,18918.5,14347.306,26.31952838,44.28595967,-2863.652,5741.827,-8605.479,14347.306
2022-09-21T23:00:00+02:00,18453,29421.046,4.691616556,36.06172538,-554.644,14433.201,-14987.845,29421.046
2022-09-22T00:00:00+02:00,18470,20607.471,1.545998142,36.52532579,-4265.541,8170.965,-12436.506,20607.471
2022-09-22T01:00:00+02:00,18446.5,9727.55,0.459573486,36.13527791,539.662,5133.606,-4593.944,9727.55
2022-09-22T02:00:00+02:00,18379,9457.176,0.459573486,34.97979975,-1034.172,4211.502,-5245.674,9457.176
2022-09-22T03:00:00+02:00,18500,6027.708,3.209894382,38.76013934,796.626,3412.167,-2615.541,6027.708
2022-09-22T04:00:00+02:00,18733,11167.512,11.77915138,45.34934574,6778.116,8972.814,-2194.698,11167.512
2022-09-22T05:00:00+02:00,18677.5,6430.268,19.39736033,44.13128967,77.338,3253.803,-3176.465,6430.268
2022-09-22T06:00:00+02:00,18694.5,4771.925,24.27705141,44.62194282,154.265,2463.095,-2308.83,4771.925
2022-09-22T07:00:00+02:00,18657.5,5055.702,22.92231012,43.72194206,346.924,2701.313,-2354.389,5055.702
2022-09-22T08:00:00+02:00,18755.5,10546.687,25.13019774,46.78354841,1259.441,5903.064,-4643.623,10546.687
2022-09-22T09:00:00+02:00,18921.5,9759.928,36.47657516,51.58786058,3053.832,6406.88,-3353.048,9759.928
2022-09-22T10:00:00+02:00,19193,19485.876,62.53246325,58.2298446,4704.678,12095.277,-7390.599,19485.876
2022-09-22T11:00:00+02:00,19165.5,9109.33,84.80875005,57.37125535,-1282.292,3913.519,-5195.811,9109.33
2022-09-22T12:00:00+02:00,19140,6255.064,96.34457029,56.53876671,-260.078,2997.493,-3257.571,6255.064
2022-09-22T13:00:00+02:00,19222.5,10978.516,96.34457029,58.63030003,2307.444,6642.98,-4335.536,10978.516
2022-09-22T14:00:00+02:00,19196,11919.387,96.22242103,57.67025583,-223.931,5847.728,-6071.659,11919.387
2022-09-22T15:00:00+02:00,18897,16417.142,83.80533771,48.09998828,-5111.926,5652.608,-10764.534,16417.142
2022-09-22T16:00:00+02:00,18872.5,13835.714,64.97557981,47.40579057,-1653.358,6091.178,-7744.536,13835.714
2022-09-22T17:00:00+02:00,18983.5,11182.63,48.96794453,50.86569869,631.768,5907.199,-5275.431,11182.63
2022-09-22T18:00:00+02:00,19031,11961.904,49.6813207,52.31145799,1522.768,6742.336,-5219.568,11961.904
2022-09-22T19:00:00+02:00,19061,6098.868,56.47498277,53.24714727,-545.046,2776.911,-3321.957,6098.868
2022-09-22T20:00:00+02:00,19183.5,8242.236,70.10256021,56.96064277,1832.18,5037.208,-3205.028,8242.236
2022-09-22T21:00:00+02:00,19295,15082.013,84.23074711,60.06951474,4683.943,9882.978,-5199.035,15082.013
2022-09-22T22:00:00+02:00,19234.5,4433.167,89.86331997,57.63674128,-228.851,2102.158,-2331.009,4433.167
2022-09-22T23:00:00+02:00,19166.5,3788.58,80.10341274,54.94334141,-4.77,1891.905,-1896.675,3788.58
2022-09-23T00:00:00+02:00,19389.5,7880.606,80.10341274,61.32599405,2995.194,5437.9,-2442.706,7880.606
2022-09-23T01:00:00+02:00,19394.5,9397.548,86.50693572,61.4578283,61.268,4729.408,-4668.14,9397.548
2022-09-23T02:00:00+02:00,19298.5,4631.925,90.40088572,57.41121482,-670.405,1980.76,-2651.165,4631.925
2022-09-23T03:00:00+02:00,19350.5,4459.401,84.53855219,58.98649634,975.681,2717.541,-1741.86,4459.401
2022-09-23T04:00:00+02:00,19285.5,3493.4,72.03960562,56.18875824,-121.776,1685.812,-1807.588,3493.4
2022-09-23T05:00:00+02:00,19378,5326.916,76.18214222,59.15754724,1589.12,3458.018,-1868.898,5326.916
2022-09-23T06:00:00+02:00,19401,6944.054,77.09618019,59.88543866,1252.518,4098.286,-2845.768,6944.054
2022-09-23T07:00:00+02:00,19348,3419.802,74.62100193,57.34906158,-318.282,1550.76,-1869.042,3419.802
2022-09-23T08:00:00+02:00,19322,3361.184,58.30146415,56.09392616,-296.788,1532.198,-1828.986,3361.184
2022-09-23T09:00:00+02:00,19212,6270.541,29.91642638,51.00761092,-942.547,2663.997,-3606.544,6270.541
2022-09-23T10:00:00+02:00,19059,10183.277,11.55721788,44.90809342,-2643.251,3770.013,-6413.264,10183.277
2022-09-23T11:00:00+02:00,19073.5,10720.311,1.337916394,45.57235827,-1140.253,4790.029,-5930.282,10720.311
2022-09-23T12:00:00+02:00,18956.5,6891.923,1.337916394,41.25036752,-2666.053,2112.935,-4778.988,6891.923
2022-09-23T13:00:00+02:00,18850,9821.104,1.337916394,37.74162607,-1903.598,3958.753,-5862.351,9821.104
2022-09-23T14:00:00+02:00,18889,8980.964,2.840045904,39.76227916,1021.208,5001.086,-3979.878,8980.964
2022-09-23T15:00:00+02:00,18629.5,24910.953,2.840045904,32.25968371,-3874.235,10518.359,-14392.594,24910.953
2022-09-23T16:00:00+02:00,18667.5,21131.099,5.201876551,34.21710435,1785.571,11458.335,-9672.764,21131.099
2022-09-23T17:00:00+02:00,18707.5,14675.76,7.241208625,36.30357872,-1066.144,6804.808,-7870.952,14675.76
2022-09-23T18:00:00+02:00,18755,11677.108,15.11650561,38.78651445,-725.766,5475.671,-6201.437,11677.108
2022-09-23T19:00:00+02:00,18765.5,11598.762,21.3090677,39.34933043,810.572,6204.667,-5394.095,11598.762
2022-09-23T20:00:00+02:00,18625,9191.745,19.732674,34.74577833,-1321.121,3935.312,-5256.433,9191.745
2022-09-23T21:00:00+02:00,18801.5,9047.259,27.80479191,43.6625203,670.479,4858.869,-4188.39,9047.259
2022-09-23T22:00:00+02:00,18839,9134.532,42.5611845,45.3705509,2568.332,5851.432,-3283.1,9134.532
2022-09-23T23:00:00+02:00,19003.5,7004.206,72.59153355,52.21459531,794.786,3899.496,-3104.71,7004.206
2022-09-24T00:00:00+02:00,19323.5,14346.764,89.97745199,62.14882367,7565.87,10956.317,-3390.447,14346.764
2022-09-24T01:00:00+02:00,19282,9792.711,98.04435614,60.39524827,50.283,4921.497,-4871.214,9792.711
2022-09-24T02:00:00+02:00,19137,7829.953,89.62409397,54.59859183,-2703.147,2563.403,-5266.55,7829.953
2022-09-24T03:00:00+02:00,19108.5,4217.898,79.99142479,53.51145775,-87.492,2065.203,-2152.695,4217.898
2022-09-24T04:00:00+02:00,19118.5,3697.602,72.70156565,53.85861966,666.952,2182.277,-1515.325,3697.602
2022-09-24T05:00:00+02:00,19114.5,4760.5,71.02231399,53.68592011,-1270.378,1745.061,-3015.439,4760.5
2022-09-24T06:00:00+02:00,19152,2932.245,72.12726397,55.13825939,334.067,1633.156,-1299.089,2932.245
2022-09-24T07:00:00+02:00,19128.5,2484.243,71.45504958,53.99555388,-93.705,1195.269,-1288.974,2484.243
2022-09-24T08:00:00+02:00,19068,2833.735,68.06799764,51.06163448,-515.197,1159.269,-1674.466,2833.735
2022-09-24T09:00:00+02:00,18985.5,8370.737,58.51921203,47.28828524,-2961.045,2704.846,-5665.891,8370.737
2022-09-24T10:00:00+02:00,19070,4476.776,48.80483095,51.26107582,1766.368,3121.572,-1355.204,4476.776
2022-09-24T11:00:00+02:00,19018.5,4505.901,35.86038818,48.84482354,-435.723,2035.089,-2470.812,4505.901
2022-09-24T12:00:00+02:00,19027.5,3477.576,25.10395206,49.29463287,-37.9,1719.838,-1757.738,3477.576
2022-09-24T13:00:00+02:00,19045,3607.806,17.95944232,50.21137921,770.18,2188.993,-1418.813,3607.806
2022-09-24T14:00:00+02:00,19147.5,6574.391,31.45302985,55.3081393,1569.949,4072.17,-2502.221,6574.391
2022-09-24T15:00:00+02:00,19111.5,4832.087,51.71696286,53.24647352,508.903,2670.495,-2161.592,4832.087
2022-09-24T16:00:00+02:00,19075.5,4663.853,61.38326619,51.19147486,-535.265,2064.294,-2599.559,4663.853
2022-09-24T17:00:00+02:00,19114.5,4554.216,65.95112174,53.2944585,159.89,2357.053,-2197.163,4554.216
2022-09-24T18:00:00+02:00,19084,4063.404,58.39391606,51.42824292,857.894,2460.649,-1602.755,4063.404
2022-09-24T19:00:00+02:00,19076,2448.254,57.28440638,50.92453169,72.444,1260.349,-1187.905,2448.254
2022-09-24T20:00:00+02:00,19123.5,1922.993,59.45579803,53.81688582,443.229,1183.111,-739.882,1922.993
2022-09-24T21:00:00+02:00,19099.5,1428.558,62.43341352,52.14464417,-262.16,583.199,-845.359,1428.558
2022-09-24T22:00:00+02:00,19137,1579.411,77.3877537,54.52248046,343.767,961.589,-617.822,1579.411
2022-09-24T23:00:00+02:00,18945,9911.052,50.25259418,42.79723893,-4509.71,2700.671,-7210.381,9911.052
2022-09-25T00:00:00+02:00,18878,6699.856,30.06785895,39.59710684,-1184.352,2757.752,-3942.104,6699.856
2022-09-25T01:00:00+02:00,18911,3127.003,4.888949053,41.90141996,1057.859,2092.431,-1034.572,3127.003
2022-09-25T02:00:00+02:00,18954,2983.212,16.04135762,44.85358243,83.434,1533.323,-1449.889,2983.212
2022-09-25T03:00:00+02:00,18968,2091.541,29.24181781,45.81889259,462.967,1277.254,-814.287,2091.541
2022-09-25T04:00:00+02:00,18939,2593.148,34.40256841,44.0969725,-146.704,1223.222,-1369.926,2593.148
2022-09-25T05:00:00+02:00,19041.5,3442.444,48.92427227,51.09297845,991.884,2217.164,-1225.28,3442.444
2022-09-25T06:00:00+02:00,18999.5,1759.752,55.42626282,48.41909999,-564.044,597.854,-1161.898,1759.752
2022-09-25T07:00:00+02:00,18983,2509.321,62.73662412,47.37026872,-283.735,1112.793,-1396.528,2509.321
2022-09-25T08:00:00+02:00,19013,2299.038,59.20507611,49.51168824,420.91,1359.974,-939.064,2299.038
2022-09-25T09:00:00+02:00,19089.5,5170.717,72.83595871,54.58608491,2005.873,3588.295,-1582.422,5170.717
2022-09-25T10:00:00+02:00,19073.5,2164.164,86.12200897,53.37772351,-337.27,913.447,-1250.717,2164.164
2022-09-25T11:00:00+02:00,19030.5,2196.121,87.47820621,50.16377953,-160.003,1018.059,-1178.062,2196.121
2022-09-25T12:00:00+02:00,19061,3360.018,82.51686835,52.35512338,-466.498,1446.76,-1913.258,3360.018
2022-09-25T13:00:00+02:00,19108.5,4538.921,85.20409046,55.62746141,1627.047,3082.984,-1455.937,4538.921
2022-09-25T14:00:00+02:00,19079,3837.344,89.10568698,53.18437352,-289.65,1773.847,-2063.497,3837.344
2022-09-25T15:00:00+02:00,18925,10456.214,60.73369151,42.6530427,-1872.8,4291.707,-6164.507,10456.214
2022-09-25T16:00:00+02:00,18911,6007.233,27.40035817,41.84189022,261.823,3134.528,-2872.705,6007.233
2022-09-25T17:00:00+02:00,18978,3357.374,12.55280241,47.03331675,950.838,2154.106,-1203.268,3357.374
2022-09-25T18:00:00+02:00,18963,8488.937,22.70958979,46.04240368,581.683,4535.31,-3953.627,8488.937
2022-09-25T19:00:00+02:00,18994,8523.434,38.71011032,48.45917967,1367.598,4945.516,-3577.918,8523.434
2022-09-25T20:00:00+02:00,18922.5,4347.533,30.42696946,43.60768191,-674.193,1836.67,-2510.863,4347.533
2022-09-25T21:00:00+02:00,18911,4122.622,22.74251846,42.86436729,-1065.172,1528.725,-2593.897,4122.622
2022-09-25T22:00:00+02:00,18897.5,2335.514,7.027975609,41.96016119,-372.774,981.37,-1354.144,2335.514
2022-09-25T23:00:00+02:00,18732,8806.914,2.758314061,32.81992343,-3983.836,2411.539,-6395.375,8806.914
2022-09-26T00:00:00+02:00,18779.5,12023.6,6.479579189,37.05774747,1812.682,6918.141,-5105.459,12023.6
2022-09-26T01:00:00+02:00,18800,4887.771,15.0074368,38.85057992,668.627,2778.199,-2109.572,4887.771
2022-09-26T02:00:00+02:00,18769,10863.251,21.30419957,37.12833311,-438.469,5212.391,-5650.86,10863.251
2022-09-26T03:00:00+02:00,18871,7110.164,36.13348881,45.66351171,605.68,3857.922,-3252.242,7110.164
2022-09-26T04:00:00+02:00,18846.5,3040.138,51.39252961,44.11437976,-831.202,1104.468,-1935.67,3040.138
2022-09-26T05:00:00+02:00,18860,2944.961,71.51923968,45.2172273,675.569,1810.265,-1134.696,2944.961
2022-09-26T06:00:00+02:00,18805,3000.847,69.24032132,41.61417704,162.367,1581.607,-1419.24,3000.847
2022-09-26T07:00:00+02:00,18766,4556.002,58.82392948,39.22724112,-637.688,1959.157,-2596.845,4556.002
2022-09-26T08:00:00+02:00,18692,6062.047,37.2855543,35.11190225,-1344.249,2358.899,-3703.148,6062.047
2022-09-26T09:00:00+02:00,18899.5,10640.519,51.87491525,50.72299234,3599.937,7120.228,-3520.291,10640.519
2022-09-26T10:00:00+02:00,19263.5,20312.794,71.55176432,66.12105375,10955.382,15634.088,-4678.706,20312.794
2022-09-26T11:00:00+02:00,19077,18806.627,90.26668608,56.39714309,-7232.627,5787,-13019.627,18806.627
2022-09-26T12:00:00+02:00,19084.5,6761.392,80.80958622,56.67309031,1162.762,3962.077,-2799.315,6761.392
2022-09-26T13:00:00+02:00,18866,15567.871,60.56112058,47.28442159,-5785.141,4891.365,-10676.506,15567.871
2022-09-26T14:00:00+02:00,19084,14453.651,58.60845496,55.24988445,4365.641,9409.646,-5044.005,14453.651
2022-09-26T15:00:00+02:00,19177.5,14952.672,59.51788003,58.16936948,751.83,7852.251,-7100.421,14952.672
2022-09-26T16:00:00+02:00,19128,15690.964,68.97627153,56.08332244,-2618.81,6536.077,-9154.887,15690.964
2022-09-26T17:00:00+02:00,19107,12605.613,68.90034055,55.17924778,-779.467,5913.073,-6692.54,12605.613
2022-09-26T18:00:00+02:00,19075.5,9772.97,64.18072284,53.77882926,-1326.326,4223.322,-5549.648,9772.97
2022-09-26T19:00:00+02:00,19104.5,7931.228,62.92303109,54.91332382,1014.246,4472.737,-3458.491,7931.228
2022-09-26T20:00:00+02:00,19156,7300.259,64.81022778,56.93485883,543.169,3921.714,-3378.545,7300.259
2022-09-26T21:00:00+02:00,19188.5,7574.624,69.57170926,58.20831427,-132.516,3721.054,-3853.57,7574.624
2022-09-26T22:00:00+02:00,19098.5,4304.905,59.26953129,53.49112362,-979.799,1662.553,-2642.352,4304.905
2022-09-26T23:00:00+02:00,19085.5,3103.264,45.61588003,52.82519899,-642.3,1230.482,-1872.782,3103.264
2022-09-27T00:00:00+02:00,19128,4737.797,43.73999786,54.8060592,336.441,2537.119,-2200.678,4737.797
2022-09-27T01:00:00+02:00,19213.5,4834.845,66.08994171,58.57459291,1049.755,2942.3,-1892.545,4834.845
2022-09-27T02:00:00+02:00,19333.5,12266.725,89.6183068,63.21126953,5449.855,8858.29,-3408.435,12266.725
2022-09-27T03:00:00+02:00,19754.5,31005.298,100,74.14503068,12043.024,21524.161,-9481.137,31005.298
2022-09-27T04:00:00+02:00,20067.5,15162.898,100,79.11483803,6745.498,10954.198,-4208.7,15162.898
2022-09-27T05:00:00+02:00,20092.5,27252.525,100,79.45453514,2505.575,14879.05,-12373.475,27252.525
2022-09-27T06:00:00+02:00,20036.5,9538.474,96.24500341,76.45474315,-1786.608,3875.933,-5662.541,9538.474
2022-09-27T07:00:00+02:00,20192,9798.798,95.47996168,78.84335854,3355.168,6576.983,-3221.815,9798.798
2022-09-27T08:00:00+02:00,20179.5,12720.193,93.85572212,78.1569625,2127.733,7423.963,-5296.23,12720.193
2022-09-27T09:00:00+02:00,20172.5,7014.067,95.47551051,77.74875984,-1013.081,3000.493,-4013.574,7014.067
2022-09-27T10:00:00+02:00,20132.5,6488.452,91.07474986,75.3276785,-635.804,2926.324,-3562.128,6488.452
2022-09-27T11:00:00+02:00,20172,6237.728,88.52314565,76.11853672,1188.448,3713.088,-2524.64,6237.728
2022-09-27T12:00:00+02:00,20209.5,8627.424,87.43110809,76.87635278,-1544.672,3541.376,-5086.048,8627.424
2022-09-27T13:00:00+02:00,20217,9548.35,89.32258673,77.03332244,1522.632,5535.491,-4012.859,9548.35
2022-09-27T14:00:00+02:00,20261,12660.083,91.14094367,77.97780948,203.957,6432.02,-6228.063,12660.083
2022-09-27T15:00:00+02:00,20186.5,23276.305,80.17530809,72.5383729,-2532.121,10372.092,-12904.213,23276.305
2022-09-27T16:00:00+02:00,20194.5,10823.348,51.1754347,72.75812763,-715.92,5053.714,-5769.634,10823.348
2022-09-27T17:00:00+02:00,19879,15242.527,20.19958819,54.30259397,-7026.609,4107.959,-11134.568,15242.527
2022-09-27T18:00:00+02:00,19106,72040.69,1.059136196,32.53048661,-25971.704,23034.493,-49006.197,72040.69
2022-09-27T19:00:00+02:00,18947.5,26569.215,-1.33E-14,29.8846528,-3081.633,11743.791,-14825.424,26569.215
2022-09-27T20:00:00+02:00,19132,18521.291,4.416929053,36.3720667,1881.737,10201.514,-8319.777,18521.291
2022-09-27T21:00:00+02:00,19071.5,10518.084,8.101992075,35.22124791,-1245.22,4636.432,-5881.652,10518.084
2022-09-27T22:00:00+02:00,19066.5,7136.17,11.73223088,35.12234211,-1664.608,2735.781,-4400.389,7136.17
2022-09-27T23:00:00+02:00,18985,5870.765,9.801948228,33.47237305,-445.353,2712.706,-3158.059,5870.765
2022-09-28T00:00:00+02:00,19067.5,5891.324,10.84989731,36.71341758,320.894,3106.109,-2785.215,5891.324
2022-09-28T01:00:00+02:00,19071,4716.704,12.05008503,36.8539666,945.01,2830.857,-1885.847,4716.704
2022-09-28T02:00:00+02:00,19083,7898.164,14.74983147,37.36755291,-326.91,3785.627,-4112.537,7898.164
2022-09-28T03:00:00+02:00,18994,9240.534,13.62335902,35.0881491,-1545.754,3847.39,-5393.144,9240.534
2022-09-28T04:00:00+02:00,18627,33893.513,8.792932496,27.60919191,-13706.085,10093.714,-23799.799,33893.513
2022-09-28T05:00:00+02:00,18736,8400.644,7.017666839,32.22945477,806.292,4603.468,-3797.176,8400.644
2022-09-28T06:00:00+02:00,18757,4783.508,10.28669206,33.11515843,937.274,2860.391,-1923.117,4783.508
2022-09-28T07:00:00+02:00,18814,6219.37,37.50127072,35.5762824,1645.366,3932.368,-2287.002,6219.37
2022-09-28T08:00:00+02:00,18689.5,7018.971,51.62425644,32.74231801,-33.565,3492.703,-3526.268,7018.971
2022-09-28T09:00:00+02:00,18772,8353.288,74.64042871,36.36002277,1871.344,5112.316,-3240.972,8353.288
2022-09-28T10:00:00+02:00,18734,5022.265,74.08986645,35.41510484,-402.105,2310.08,-2712.185,5022.265
2022-09-28T11:00:00+02:00,18647,12037.926,75.93512586,33.28251924,-2946.142,4545.892,-7492.034,12037.926
2022-09-28T12:00:00+02:00,18996.5,34151.767,79.37672205,47.07119706,9237.339,21694.553,-12457.214,34151.767
2022-09-28T13:00:00+02:00,18948,13216.344,83.63058942,45.6609123,-1090.316,6063.014,-7153.33,13216.344
2022-09-28T14:00:00+02:00,19064.5,11099.087,97.58455044,49.56944865,2321.879,6710.483,-4388.604,11099.087
2022-09-28T15:00:00+02:00,19113,16535.283,97.58455044,51.14492537,2281.569,9408.426,-7126.857,16535.283
2022-09-28T16:00:00+02:00,19372.5,30818.493,100,58.59777358,6357.661,18588.077,-12230.416,30818.493
2022-09-28T17:00:00+02:00,19478.5,15515.356,100,61.2014178,1289.46,8402.408,-7112.948,15515.356
2022-09-28T18:00:00+02:00,19495.5,21268.367,100,61.61829671,2070.413,11669.39,-9598.977,21268.367
2022-09-28T19:00:00+02:00,19333,18505.238,92.91606686,55.48163163,-4909.842,6797.698,-11707.54,18505.238
2022-09-28T20:00:00+02:00,19547,15200.111,92.19233497,60.99134271,3452.849,9326.48,-5873.631,15200.111
2022-09-28T21:00:00+02:00,19528.5,8574.264,90.66661655,60.29659833,368.134,4471.199,-4103.065,8574.264
2022-09-28T22:00:00+02:00,19558,7165.803,97.09183101,61.05833753,-587.513,3289.145,-3876.658,7165.803
2022-09-28T23:00:00+02:00,19605.5,11567.915,97.81556291,62.31216017,2761.229,7164.572,-4403.343,11567.915
2022-09-29T00:00:00+02:00,19474,9729.917,93.07455612,56.85453669,-2835.029,3447.444,-6282.473,9729.917
2022-09-29T01:00:00+02:00,19407,6899.534,77.58905243,54.24751672,-1270.172,2814.681,-4084.853,6899.534
2022-09-29T02:00:00+02:00,19430.5,7881.345,63.00418819,55.02647448,35.465,3958.405,-3922.94,7881.345
2022-09-29T03:00:00+02:00,19481.5,5760.249,54.71456222,56.74753865,916.353,3338.301,-2421.948,5760.249
2022-09-29T04:00:00+02:00,19423.5,15480.03,46.66530409,54.20693185,-1488.36,6995.835,-8484.195,15480.03
2022-09-29T05:00:00+02:00,19495,5363.759,38.48236934,56.77601389,307.787,2835.773,-2527.986,5363.759
2022-09-29T06:00:00+02:00,19570,5820.117,40.86516595,59.35207699,1561.025,3690.571,-2129.546,5820.117
2022-09-29T07:00:00+02:00,19443,6796.378,31.72531312,53.53389061,-2128.684,2333.847,-4462.531,6796.378
2022-09-29T08:00:00+02:00,19375,11774.041,21.15977877,50.66977491,-2579.625,4597.208,-7176.833,11774.041
2022-09-29T09:00:00+02:00,19353,10393.972,-9.47E-15,49.74254338,548.23,5471.101,-4922.871,10393.972
2022-09-29T10:00:00+02:00,19336.5,6232.958,-9.47E-15,49.01803887,-1.442,3115.758,-3117.2,6232.958
2022-09-29T11:00:00+02:00,19465,9537.322,13.9155106,54.56787345,3786.776,6662.049,-2875.273,9537.322
2022-09-29T12:00:00+02:00,19432,5496.002,23.83219027,52.97304514,-1420.236,2037.883,-3458.119,5496.002
2022-09-29T13:00:00+02:00,19454.5,9293.141,39.77627482,53.9610422,562.257,4927.699,-4365.442,9293.141
2022-09-29T14:00:00+02:00,19204.5,30050.221,25.86076422,43.12082411,-3753.171,13148.525,-16901.696,30050.221
2022-09-29T15:00:00+02:00,18986.5,31901.407,15.94408456,36.27711421,-6334.429,12783.489,-19117.918,31901.407
2022-09-29T16:00:00+02:00,19190,32730.022,12.66603803,45.0451649,7505.864,20117.943,-12612.079,32730.022
2022-09-29T17:00:00+02:00,19282,17189.973,30.31631265,48.49549711,5099.277,11144.625,-6045.348,17189.973
2022-09-29T18:00:00+02:00,19435.5,31583.968,55.50918377,53.71685111,5488.972,18536.47,-13047.498,31583.968
2022-09-29T19:00:00+02:00,19250,17736.648,58.99150427,47.45579737,-2065.264,7835.692,-9900.956,17736.648
2022-09-29T20:00:00+02:00,19291.5,20562.541,64.32900814,48.89103187,3470.803,12016.672,-8545.869,20562.541
2022-09-29T21:00:00+02:00,19393.5,10463.547,68.40396218,52.33703651,750.191,5606.869,-4856.678,10463.547
2022-09-29T22:00:00+02:00,19497.5,5848.98,85.58893698,55.6225196,924.94,3386.96,-2462.02,5848.98
2022-09-29T23:00:00+02:00,19419.5,3751.794,90.87990958,52.68903133,-1471.722,1140.036,-2611.758,3751.794
2022-09-30T00:00:00+02:00,19444.5,4320.797,91.34827925,53.53487652,470.895,2395.846,-1924.951,4320.797
2022-09-30T01:00:00+02:00,19579.5,5674.278,91.34827925,57.91087702,1106.992,3390.635,-2283.643,5674.278
2022-09-30T02:00:00+02:00,19536.5,13390.141,93.61052061,56.09861181,-2666.489,5361.826,-8028.315,13390.141
2022-09-30T03:00:00+02:00,19501.5,4261.998,92.10755156,54.6008415,-78.144,2091.927,-2170.071,4261.998
2022-09-30T04:00:00+02:00,19351.5,7593.048,77.77790477,48.61075163,-2409.274,2591.887,-5001.161,7593.048
2022-09-30T05:00:00+02:00,19388.5,5099.29,60.24512422,50.06596218,-447.02,2326.135,-2773.155,5099.29
2022-09-30T06:00:00+02:00,19423,3357.517,44.73550228,51.44658611,-253.275,1552.121,-1805.396,3357.517
2022-09-30T07:00:00+02:00,19435.5,2759.739,40.10762962,51.96480575,-174.291,1292.724,-1467.015,2759.739
2022-09-30T08:00:00+02:00,19434,2919.101,41.2470282,51.89322921,-674.639,1122.231,-1796.87,2919.101
2022-09-30T09:00:00+02:00,19557.5,11147.144,59.05455295,57.12905135,4499.64,7823.392,-3323.752,11147.144
2022-09-30T10:00:00+02:00,19616.5,5574.493,78.01207239,59.4023144,179.211,2876.852,-2697.641,5574.493
2022-09-30T11:00:00+02:00,19521,4910.096,81.67299663,54.37620924,-1155.002,1877.547,-3032.549,4910.096
2022-09-30T12:00:00+02:00,19477.5,5825.475,62.25709476,52.20927163,-973.867,2425.804,-3399.671,5825.475
2022-09-30T13:00:00+02:00,19429.5,5904.348,32.7474039,49.84864396,866.748,3385.548,-2518.8,5904.348
