time,close,Volume,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 3,Lower ATR 3,K,RSI
2022-08-17T10:00:00+02:00,23782,3402.21,23999.8365,24054.71424,24035.0738,24007.95883,23998.76652,24187.71706,23921.71142,24453.7227,23655.70578,0.187253758,33.61534711
2022-08-17T10:15:00+02:00,23742,2541.993,23942.5395,24026.28567,24018.32673,23998.4603,23993.68204,24158.71686,23893.85448,24423.57924,23628.99211,0.187253758,32.0298289
2022-08-17T10:30:00+02:00,23818.5,1118.415,23914.97517,24007.39607,24006.90806,23992.03314,23990.21309,24136.1536,23878.63853,24393.66867,23621.12347,4.27816029,38.04813341
2022-08-17T10:45:00+02:00,23792,738.742,23887.64735,23987.81461,23994.6276,23984.8891,23986.28807,24111.41089,23864.21833,24358.60345,23617.02576,7.354842189,36.8315418
2022-08-17T11:00:00+02:00,23833,1000.588,23875.5035,23973.74055,23985.39174,23979.46449,23983.25267,24091.86567,23855.61543,24328.11591,23619.3652,12.79066615,40.02669795
2022-08-17T11:15:00+02:00,23854,1373.597,23870.72494,23962.85505,23977.88364,23974.98362,23980.69321,24079.68551,23846.02458,24313.34645,23612.36365,15.24211619,41.65456457
2022-08-17T11:30:00+02:00,23831,1600.475,23861.89718,23950.86822,23969.49029,23969.84135,23977.72899,24065.28223,23836.45422,24294.11024,23607.62621,17.64217002,40.36236185
2022-08-17T11:45:00+02:00,23814,1103.791,23851.25336,23938.42566,23960.60513,23964.27558,23974.48683,24047.77438,23829.07694,24266.47181,23610.3795,17.20918247,39.38971177
2022-08-17T12:00:00+02:00,23696,1956.249,23816.75261,23916.38696,23945.48483,23954.69431,23968.97224,24027.46077,23805.31315,24249.60839,23583.16553,11.60048549,33.37729637
2022-08-17T12:15:00+02:00,23759,1858.043,23803.9187,23902.07906,23934.82856,23947.70523,23964.81437,24011.32617,23792.83195,24229.82039,23574.33773,11.36182567,38.75253238
2022-08-17T12:30:00+02:00,23748.5,1059.083,23791.60343,23888.11732,23924.18121,23940.59076,23960.53092,23994.48964,23781.74501,24207.23427,23569.00038,21.42458443,38.19935458
2022-08-17T12:45:00+02:00,23780.5,836.987,23789.136,23878.33393,23915.97086,23934.87323,23956.96595,23981.2868,23775.38107,24187.19253,23569.47534,51.43657657,40.96514044
2022-08-17T13:00:00+02:00,23786,846.429,23788.43911,23869.93994,23908.54395,23929.55633,23953.58049,23968.2176,23771.66228,24164.77292,23575.10696,78.63662551,41.45014826
2022-08-17T13:15:00+02:00,23745,982.738,23778.78598,23858.58176,23899.19858,23922.96503,23949.45018,23955.19673,23761.96679,24148.42667,23568.73685,87.31415253,38.88546715
2022-08-17T13:30:00+02:00,23731.5,854.179,23768.27798,23847.02887,23889.61581,23916.127,23945.13433,23939.20706,23754.85069,24123.56343,23570.49431,77.22031988,38.05062631
2022-08-17T13:45:00+02:00,23725,1757.983,23758.66065,23835.93534,23880.20919,23909.30103,23940.77524,23927.42223,23744.44845,24110.396,23561.47468,61.72783477,37.63170301
2022-08-17T14:00:00+02:00,23693.5,2309.049,23744.18051,23822.98667,23869.54009,23901.59385,23935.8787,23914.36735,23731.60599,24097.12872,23548.84463,46.88311384,35.58692999
2022-08-17T14:15:00+02:00,23603,8320.293,23712.80706,23802.98788,23854.30923,23890.92979,23929.28704,23900.44852,23705.52725,24095.36978,23510.60599,26.03129476,30.4651869
2022-08-17T14:30:00+02:00,23695,4436.25,23708.84994,23793.1708,23845.20585,23883.93229,23924.64769,23897.16996,23689.17164,24105.16828,23481.17333,37.09404921,39.92993951
2022-08-17T14:45:00+02:00,23658,2215.687,23697.54995,23780.88255,23834.50837,23875.86328,23919.36754,23882.59605,23679.16904,24086.02306,23475.74203,50.17058074,37.70700052
2022-08-17T15:00:00+02:00,23597.5,2318.713,23675.31663,23764.21141,23820.96503,23865.92174,23912.99393,23865.51681,23662.90601,24068.1276,23460.29522,61.93013456,34.34053423
2022-08-17T15:15:00+02:00,23608.5,1322.841,23660.46849,23750.05583,23808.82417,23856.7281,23906.96434,23849.26798,23650.84367,24047.69229,23452.41936,48.91718616,35.46862793
2022-08-17T15:30:00+02:00,23477,7366.887,23619.69771,23725.23257,23789.86279,23843.16639,23898.4502,23832.28671,23618.17843,24046.395,23404.07014,26.94225337,29.04431459
2022-08-17T15:45:00+02:00,23412.5,8356.434,23573.65378,23696.80234,23768.2992,23827.78544,23888.82742,23808.10261,23585.50206,24030.70316,23362.90151,15.18269955,26.50813424
2022-08-17T16:00:00+02:00,23383,2342.67,23531.28627,23668.27485,23746.28211,23811.90025,23878.81104,23779.12511,23557.42459,24000.82562,23335.72408,-4.74E-15,25.41504198
2022-08-17T16:15:00+02:00,23398,1241.13,23501.6671,23643.70441,23726.38027,23797.1181,23869.29003,23752.27965,23535.12917,23969.43012,23317.9787,3.423672951,27.06201077
2022-08-17T16:30:00+02:00,23352,1476.816,23468.40774,23617.18583,23704.98711,23781.22102,23859.04666,23725.00569,23509.36596,23940.64542,23293.72623,3.423672951,25.22261381
2022-08-17T16:45:00+02:00,23334,1669.472,23438.53936,23591.44166,23683.78785,23765.24884,23848.6497,23697.98868,23484.89464,23911.08271,23271.80061,3.423672951,24.52028533
2022-08-17T17:00:00+02:00,23405,1642.033,23431.08617,23574.49242,23667.85712,23752.38281,23839.86455,23679.57179,23469.41305,23889.73054,23259.2543,17.26971882,32.50389717
2022-08-17T17:15:00+02:00,23430,1082.478,23430.8448,23561.35674,23654.26528,23740.86914,23831.74842,23663.28759,23459.4259,23867.14928,23255.56421,40.16960685,35.10666599
2022-08-17T17:30:00+02:00,23372,855.184,23417.76817,23544.14249,23638.13584,23727.69524,23822.6445,23645.93542,23442.34957,23849.52128,23238.76371,56.39593239,32.02154729
2022-08-17T17:45:00+02:00,23383.5,738.171,23410.15302,23529.53863,23623.58522,23715.40256,23813.94856,23627.38207,23431.6952,23823.06893,23236.00833,58.06098492,33.27363368
2022-08-17T18:00:00+02:00,23358,1083.235,23398.56346,23513.94421,23608.40892,23702.63818,23804.91988,23610.58454,23417.30388,23803.8652,23224.02322,53.74422926,31.87179955
2022-08-17T18:15:00+02:00,23371.5,1012.753,23392.54936,23500.99474,23594.87127,23690.81181,23796.33731,23595.12504,23406.86443,23783.38566,23218.60381,64.76578542,33.46985966
2022-08-17T18:30:00+02:00,23410,2034.795,23396.42728,23492.72249,23584.30719,23680.78282,23788.68706,23586.91492,23398.53006,23775.29977,23210.1452,79.16434741,37.94065725
2022-08-17T18:45:00+02:00,23408,811.339,23398.999,23485.02044,23574.2325,23671.04058,23781.14871,23575.91341,23394.12747,23757.69935,23212.34154,93.56160102,37.79855671
2022-08-17T19:00:00+02:00,23387,1027.753,23396.33255,23476.10949,23563.5335,23660.89627,23773.34378,23565.40297,23386.81602,23743.98991,23208.22908,95.47958225,36.26278717
2022-08-17T19:15:00+02:00,23401.5,799.424,23397.48087,23469.32681,23554.27444,23651.63212,23765.98054,23556.92075,23381.73288,23732.10863,23206.545,95.47958225,38.13196469
2022-08-17T19:30:00+02:00,23382.5,637.312,23394.15179,23461.43347,23544.45876,23642.02026,23758.38686,23545.98498,23376.88195,23715.08801,23207.77893,92.12168075,36.61663814
2022-08-17T19:45:00+02:00,23458.5,1269.031,23408.45139,23461.16679,23539.54683,23635.46596,23752.44851,23546.25034,23376.08324,23716.41743,23205.91614,96.28915115,45.88092671
2022-08-17T20:00:00+02:00,23527,7469.34,23434.79553,23467.15163,23538.82987,23631.59218,23747.98418,23560.87206,23373.43119,23748.31294,23185.99031,96.28915115,52.60498041
2022-08-17T20:15:00+02:00,23504.5,1691.432,23450.28541,23470.54693,23536.86816,23627.05317,23743.16271,23563.03734,23378.05653,23748.01815,23193.07571,96.43944675,50.39033257
2022-08-17T20:30:00+02:00,23534,4851.908,23468.88865,23476.31539,23536.70427,23623.72984,23739.02088,23571.05648,23381.5743,23760.53867,23192.09212,96.43944675,53.17382884
2022-08-17T20:45:00+02:00,23433,2067.914,23460.9134,23472.37763,23530.77831,23616.91806,23732.96106,23570.03007,23374.72519,23765.33496,23179.4203,82.17674774,44.05909588
2022-08-17T21:00:00+02:00,23255.5,5643.716,23415.26598,23452.66148,23515.04812,23604.01028,23723.50639,23561.44589,23343.87707,23779.01471,23126.30825,54.5867161,33.26670868
2022-08-17T21:15:00+02:00,23287.5,2486.156,23386.87354,23437.6468,23502.04537,23592.70634,23714.8726,23543.58947,23331.70413,23755.4748,23119.8188,28.17681205,36.29629235
