time,close
1997-09-09T00:00:00+02:00,934
1997-09-10T00:00:00+02:00,915.25
1997-09-11T00:00:00+02:00,918.25
1997-09-12T00:00:00+02:00,933.75
1997-09-15T00:00:00+02:00,931.5
1997-09-16T00:00:00+02:00,956
1997-09-17T00:00:00+02:00,956
1997-09-18T00:00:00+02:00,957.75
1997-09-19T00:00:00+02:00,960.5
1997-09-22T00:00:00+02:00,966.25
1997-09-23T00:00:00+02:00,962
1997-09-24T00:00:00+02:00,954.5
1997-09-25T00:00:00+02:00,946.5
1997-09-26T00:00:00+02:00,953.25
1997-09-29T00:00:00+02:00,961.75
1997-09-30T00:00:00+02:00,954.5
1997-10-01T00:00:00+02:00,963.5
1997-10-02T00:00:00+02:00,969
1997-10-03T00:00:00+02:00,975.5
1997-10-06T00:00:00+02:00,981.5
1997-10-07T00:00:00+02:00,989.5
1997-10-08T00:00:00+02:00,982.25
1997-10-09T00:00:00+02:00,978
1997-10-10T00:00:00+02:00,976.75
1997-10-13T00:00:00+02:00,976.25
1997-10-14T00:00:00+02:00,977.5
1997-10-15T00:00:00+02:00,973.5
1997-10-16T00:00:00+02:00,959.75
1997-10-17T00:00:00+02:00,948.75
1997-10-20T00:00:00+02:00,962.25
1997-10-21T00:00:00+02:00,979.5
1997-10-22T00:00:00+02:00,974.25
1997-10-23T00:00:00+02:00,955.5
1997-10-24T00:00:00+02:00,944
1997-10-27T00:00:00+01:00,874
1997-10-28T00:00:00+01:00,924.5
1997-10-29T00:00:00+01:00,924.5
1997-10-30T00:00:00+01:00,903
1997-10-31T00:00:00+01:00,924
1997-11-03T00:00:00+01:00,945.75
1997-11-04T00:00:00+01:00,945.75
1997-11-05T00:00:00+01:00,947
1997-11-06T00:00:00+01:00,942.25
1997-11-07T00:00:00+01:00,931.25
1997-11-10T00:00:00+01:00,926.25
1997-11-11T00:00:00+01:00,926.5
1997-11-12T00:00:00+01:00,908.25
1997-11-13T00:00:00+01:00,919.25
1997-11-14T00:00:00+01:00,932.5
1997-11-17T00:00:00+01:00,950
1997-11-18T00:00:00+01:00,942.5
1997-11-19T00:00:00+01:00,947.75
1997-11-20T00:00:00+01:00,963
1997-11-21T00:00:00+01:00,969.5
1997-11-24T00:00:00+01:00,949.75
